eventType,homeTeam,visitingTeamOrDescription,startTime,endTime,googleEventId
Game,VCB 15U A - Rockies,VCB 15U A - Mariners,04/16/2024 17:30:00,04/16/2024 20:00:00,i4s483orf86m1krq4040rquqg8
Game,VCB Expos 15U AA - Blue,North Shore,04/17/2024 17:30:00,04/17/2024 20:00:00,i2esijlrlcvg3nbdkf9uh10d7g
Game,VCB 15U A - Tigers,VCB 15U A - Rangers,04/18/2024 17:30:00,04/18/2024 20:00:00,4aoha1mt958h9k16d6if8s56gc
Game,VCB 15U A - Athletics,VCB 15U A - Blue Jays,04/19/2024 17:30:00,04/19/2024 20:00:00,iumnme3cvujekta28kom5cbsu4
Game,VCB Expos 15U AA - Blue,Vic-Layritz,04/20/2024 12:00:00,04/20/2024 14:30:00,15obb3b9h8neuc6invb5esg5fg
Game,VCB Expos 15U AA - Blue,Vic-Layritz,04/20/2024 14:30:00,04/20/2024 17:00:00,m7e8mkp4n5gcihro03326udh9o
Game,VCB Mounties 15U AA - Red,Vic-Layritz,04/21/2024 11:00:00,04/21/2024 13:30:00,sc047cc35aul37ii9iampigfl0
Game,VCB Mounties 15U AA - Red,Vic-Layritz,04/21/2024 13:30:00,04/21/2024 16:00:00,fi255rnvr7qtt7se8o2nhdib3o
Practice,VCB 15U A Girls - Royals,Practice,04/22/2024 16:30:00,04/22/2024 18:30:00,4uhm80227mfo0mpg0oguofjfhs
Practice,VCB 15U A - Tigers,Tigers Practice,04/22/2024 18:15:00,04/22/2024 20:15:00,9h814p1bs2lb65adnjlhnav6cg
Practice,VCB 15U A - Athletics,Practice,04/23/2024 16:30:00,04/23/2024 18:30:00,8ajbhha62mgcg4tiuc3mjldhng
Practice,VCB Mounties 15U AAA,Practice,04/23/2024 18:15:00,04/23/2024 20:15:00,o11ju472jg073dco5d4ftn483k
Practice,VCB Expos 15U AA - Blue,Practice,04/24/2024 18:15:00,04/24/2024 20:15:00,rao7v35saaqis9v4thke78ct08
Practice,VCB Mounties 15U AAA,Practice,04/25/2024 16:15:00,04/25/2024 18:15:00,rakjqpqek6n4tpebe015k10fug
Practice,VCB Mounties 15U AA - Red,Practice,04/25/2024 18:15:00,04/25/2024 20:00:00,4r827m6k82tar8cfj4e5qoi1ls
Practice,VCB 15U A - Expos,Practice,04/26/2024 16:30:00,04/26/2024 18:15:00,51ohsl3vrljp0toh9cnf57153g
Practice,VCB 15U A - Blue Jays,Practice,04/26/2024 18:15:00,04/26/2024 20:00:00,ucg7k40heuhjb6oh04agn5qte4
Game,VCB Mounties 15U AAA,Township,04/27/2024 09:00:00,04/27/2024 11:00:00,0k2h55f27h1aumt6unp4l570og
Game,VCB Mounties 15U AAA,Township,04/27/2024 11:30:00,04/27/2024 13:30:00,nkcfhbmjhshcp6ktrnaba7il18
Game,VCB Mounties 15U AA - Red,Nanaimo,04/27/2024 14:00:00,04/27/2024 16:30:00,ogjbu33ap1ijcdefe3cinjv78c
Game,VCB Mounties 15U AA - Red,Nanaimo,04/27/2024 16:30:00,04/27/2024 19:00:00,g7g1o5v48l0gcrdaoa3ivmkp1k
Game,VCB Mounties 15U AA - Red,North Island,04/28/2024 09:00:00,04/28/2024 11:30:00,lcpvob5ol22n3hmaqc1rlq008c
Game,VCB Mounties 15U AA - Red,North Island,04/28/2024 11:30:00,04/28/2024 14:00:00,4849t45v0112r4jjro3n95vdb8
Game,VCB Expos 15U AA - Blue,Nanaimo,04/28/2024 14:00:00,04/28/2024 16:30:00,vbusbm8ddo9jh77oboc5ard26o
Game,VCB Expos 15U AA - Blue,Nanaimo,04/28/2024 16:30:00,04/28/2024 19:00:00,dhqo6873r9ben43jeknf3j5cok
Practice,VCB 15U A Girls - Royals,Practice,04/29/2024 16:30:00,04/29/2024 18:30:00,bhmh6d7hc3jiijj47ia6402mi0
Practice,VCB 15U A - Tigers,Tigers Practice,04/29/2024 18:15:00,04/29/2024 20:15:00,66sc125uql1isknh42uggjpcjg
Practice,VCB 15U A - Athletics,Practice,04/30/2024 16:30:00,04/30/2024 18:30:00,ge9aj15m4ob8fv2vierlsq6dss
Game,VCB Expos 15U AA - Blue,Tsawwassen,05/01/2024 17:30:00,05/01/2024 20:00:00,7svrkai7atfjt92ibh5u34b380
Practice,VCB Mounties 15U AAA,Practice,05/02/2024 16:15:00,05/02/2024 18:45:00,2i7nmilp56pm38ch2hunnvcr2o
Practice,VCB 15U A - Expos,Practice,05/03/2024 16:30:00,05/03/2024 18:15:00,3t8i3pcel74tfsv3850a9o75cg
Game,VCB Mounties 15U AA - Red,Vic-Triangle,05/04/2024 12:00:00,05/04/2024 14:30:00,dr1ffhepd5r07nged3v08cn2ug
Game,VCB Mounties 15U AA - Red,Vic-Triangle,05/04/2024 14:30:00,05/04/2024 17:00:00,g9fs00lstgvat2dk2dphhpc28k
Game,VCB Mounties 15U AAA,North Shore,05/05/2024 10:00:00,05/05/2024 12:00:00,a65rhbi8daia4drtksoluao378
Game,VCB Mounties 15U AAA,North Shore,05/05/2024 12:30:00,05/05/2024 14:30:00,fsla1if8k1uth88arectekso2g
Game,VCB Mounties 15U AA - Red,Burnaby,05/05/2024 16:00:00,05/05/2024 18:30:00,8cg492jjruhu9kv8hds7vdmr4g
Practice,VCB 15U A Girls - Royals,Practice,05/06/2024 16:30:00,05/06/2024 18:30:00,m77k8diivnccdisvkqp49fg9c0
Practice,VCB 15U A - Tigers,Tigers Practice,05/06/2024 18:15:00,05/06/2024 20:15:00,8sldfdbbi4iq2oji6fpgs8d39g
Practice,VCB 15U A - Athletics,Practice,05/07/2024 16:30:00,05/07/2024 18:30:00,soqrs101amorqc5to3c8tdek9o
Practice,VCB Mounties 15U AAA,Practice,05/07/2024 18:45:00,05/07/2024 21:15:00,l42b33ab8rnldld89llr0fnmig
Game,VCB Mounties 15U AA - Red,Ladner,05/08/2024 17:30:00,05/08/2024 20:00:00,1hps0h1chogjqqgde5462mk7jc
Practice,VCB Mounties 15U AAA,Practice,05/09/2024 16:15:00,05/09/2024 18:45:00,e9eejh82vvrobgj0a1fa4d31n0
Practice,VCB Mounties 15U AA - Red,Practice,05/09/2024 18:45:00,05/09/2024 20:30:00,34aorb114s2vnebkd52mbbraf0
Practice,VCB 15U A - Expos,Practice,05/10/2024 16:30:00,05/10/2024 18:15:00,v2o7v7224nrcipl5lpnv5v0m4c
Practice,VCB 15U A - Blue Jays,Practice,05/10/2024 18:45:00,05/10/2024 20:45:00,f6sd0titejhlt8bi8koale47s4
Practice,VCB 15U A Girls - Royals,Practice,05/13/2024 16:30:00,05/13/2024 18:30:00,ag40fj6ub8qm53qnuqqoni22ac
Practice,VCB 15U A - Tigers,Tigers Practice,05/13/2024 18:15:00,05/13/2024 20:15:00,ihe042283sj19rj23blnmhj448
Practice,VCB 15U A - Athletics,Practice,05/14/2024 16:30:00,05/14/2024 18:30:00,sfa70i1bmjr1m691vtmgps93v0
Practice,VCB Mounties 15U AAA,Practice,05/14/2024 18:45:00,05/14/2024 21:15:00,vbargveqtf7v5qdtvhmgje8c68
Game,VCB Expos 15U AA - Blue,North Shore,05/15/2024 17:30:00,05/15/2024 20:00:00,h365ci1ntmiqfu40hlie1ev7fs
Practice,VCB Mounties 15U AAA,Practice,05/16/2024 16:15:00,05/16/2024 18:45:00,34b8cbomafi5fe1vqgnssduv3k
Practice,VCB Mounties 15U AA - Red,Practice,05/16/2024 18:45:00,05/16/2024 20:30:00,vnts294bh8r4dp7k0qvck1d410
Practice,VCB 15U A - Expos,Practice,05/17/2024 16:30:00,05/17/2024 18:15:00,hn863rpubd43cmm6dsacp3cqk0
Practice,VCB 15U A - Blue Jays,Practice,05/17/2024 18:45:00,05/17/2024 20:45:00,or62n2bmnuellnoeqrlbkjhj6k
Game,VCB Mounties 15U AAA,Ridge Meadows,05/19/2024 13:00:00,05/19/2024 15:00:00,falph0hjlq7a5g1c915l9bna7c
Game,VCB Mounties 15U AAA,Ridge Meadows,05/19/2024 15:30:00,05/19/2024 17:30:00,9ed4vt8gdgu24aklppq9ab2mk4
Practice,VCB 15U A Girls - Royals,Practice,05/20/2024 16:30:00,05/20/2024 18:30:00,1mb9ckh9lhgk5qumlbtrb370mo
Practice,VCB 15U A - Tigers,Tigers Practice,05/20/2024 18:15:00,05/20/2024 20:15:00,kr8egd739neqoskc46j63pnvl4
Practice,VCB 15U A - Athletics,Practice,05/21/2024 16:30:00,05/21/2024 18:30:00,kb89qqqh3chhuti1cgj070ltto
Practice,VCB Mounties 15U AAA,Practice,05/21/2024 18:45:00,05/21/2024 21:15:00,nieq69n22746u2mr2mu5524tgg
Game,VCB Mounties 15U AA - Red,Ladner,05/22/2024 17:30:00,05/22/2024 20:00:00,ibrtfkdheqeeuqq6kee93ab9n8
Practice,VCB Mounties 15U AAA,Practice,05/23/2024 16:15:00,05/23/2024 18:45:00,opb54t37j3mmstsvfo51mpd8ts
Practice,VCB Mounties 15U AA - Red,Practice,05/23/2024 18:45:00,05/23/2024 20:30:00,mcq3p27rn6rfb2vmk7dohd06tg
Practice,VCB 15U A - Expos,Practice,05/24/2024 16:30:00,05/24/2024 18:15:00,qoqd76rt7p352d2gl5014319k4
Practice,VCB 15U A - Blue Jays,Practice,05/24/2024 18:45:00,05/24/2024 20:45:00,afvjv8q0ab372ugp292iu2ug28
Game,VCB Mounties 15U AA - Red,Tsawwassen,05/25/2024 12:00:00,05/25/2024 14:30:00,af5scr4u3m7pc2hk7i3o2mjr8k
Game,VCB Mounties 15U AA - Red,Tsawwassen,05/25/2024 14:30:00,05/25/2024 17:00:00,ajpigghkdsht1d94ar0ngmlnu0
Game,VCB Mounties 15U AA - Red,North Shore,05/26/2024 12:00:00,05/26/2024 14:30:00,eeee9icn8olj9p9mvgqh772kho
Game,VCB Mounties 15U AA - Red,North Shore,05/26/2024 14:30:00,05/26/2024 17:00:00,viupjencpmc05acdtjqaa2i2ec
Practice,VCB 15U A Girls - Royals,Practice,05/27/2024 16:30:00,05/27/2024 18:30:00,d8ootgc018vpdm4tukqmu8phl0
Practice,VCB 15U A - Tigers,Tigers Practice,05/27/2024 18:15:00,05/27/2024 20:15:00,32t1ipj6enl3bj3dsr1p6shjbg
Practice,VCB 15U A - Athletics,Practice,05/28/2024 16:30:00,05/28/2024 18:30:00,85mtgjab2spbtvt9pjofe0cdf0
Practice,VCB Mounties 15U AAA,Practice,05/28/2024 18:45:00,05/28/2024 21:15:00,o3q3gl0a7d2gr4sc64mskm4j6k
Game,VCB Expos 15U AA - Blue,Richmond,05/29/2024 17:30:00,05/29/2024 20:00:00,jjl36envoshn6e825oc3uoli5c
Practice,VCB Mounties 15U AAA,Practice,05/30/2024 16:15:00,05/30/2024 18:45:00,lf78bp5a5bqdfnfap2sb6dcvc4
Practice,VCB Mounties 15U AA - Red,Practice,05/30/2024 18:45:00,05/30/2024 20:30:00,hmssevcma93qdu2ugoc5ei80d4
Practice,VCB 15U A - Expos,Practice,05/31/2024 16:30:00,05/31/2024 18:15:00,5bgqsq78b6vasvfddfi022bcjg
